57988,2.12,3.80,-7.85
142561664,2.155225180,0.00,1.45,-10.20
155228900,0.08,1.26,-10.40
155232628,0.16,1.33,-9.89
155236288,0.00,0.94,-10.08
155239968,0.00,1.33,-10.08
155243672,-0.04,1.29,-9.96
155247348,0.04,1.29,-10.59
155251064,0.00,1.33,-10.24
155254760,0.00,1.26,-10.32
155258476,0.00,1.57,-10.98
155262184,0.08,1.37,-10.63
155265912,0.04,1.18,-10.79
155269632,-0.04,1.14,-10.36
155273368,0.00,1.10,-9.77
155277000,0.00,1.02,-10.51
155280712,-0.08,0.86,-10.04
155284420,0.00,1.06,-10.12
155288136,-0.08,1.10,-10.55
155291872,-0.04,0.94,-10.20
155295596,-0.20,1.06,-10.59
155299328,-0.16,1.10,-10.36
155303084,-0.04,1.06,-10.28
155306796,0.00,1.22,-10.40
155310520,-0.04,1.14,-10.55
155314252,0.00,0.98,-10.47
155317952,-0.04,1.26,-10.08
155321688,-0.08,1.41,-10.32
155325424,-0.04,1.53,-10.08
155329152,0.04,1.77,-10.16
155332860,0.00,1.84,-10.04
155336556,0.08,1.77,-9.92
155340212,0.04,2.08,-9.96
155343868,0.08,1.53,-10.12
155347588,0.12,1.53,-9.92
155351256,0.16,1.33,-9.96
155354940,0.04,1.29,-9.57
155358584,0.16,1.18,-9.73
155362256,0.04,1.22,-9.89
155365920,0.12,1.10,-9.77
155369580,0.20,0.94,-9.49
155373240,0.12,1.02,-10.20
155376940,0.00,1.10,-10.08
155380644,0.08,1.26,-9.77
155384312,0.04,1.14,-9.92
155387972,0.04,1.18,-10.20
155391684,0.08,1.10,-9.96
155395320,0.00,1.02,-9.65
155398964,-0.04,1.10,-9.81
155402620,0.00,1.45,-10.04
155406320,-0.08,1.33,-9.85
155409996,-0.08,1.10,-10.00
155413712,-0.08,1.02,-10.00
155417428,-0.12,1.37,-9.65
155421116,-0.16,1.10,-10.12
155424852,-0.08,1.14,-9.92
155428524,0.04,1.14,-10.43
155432236,0.00,1.10,-10.63
155435952,-0.04,1.14,-10.32
155439696,0.04,1.33,-9.81
155443352,0.00,1.53,-10.16
155447072,-0.04,1.29,-10.04
155450796,0.04,1.53,-9.77
155454468,0.12,1.65,-9.53
155458144,0.12,1.33,-9.69
155461824,0.04,1.10,-9.69
155465484,0.24,0.90,-9.53
155469152,0.12,1.18,-9.89
155472828,0.16,1.14,-9.81
155476504,0.16,1.06,-9.53
155480168,0.12,0.98,-10.28
155483904,0.08,0.90,-10.08
155487608,0.08,1.06,-10.08
155491300,0.00,1.41,-10.12
155495020,0.08,1.37,-10.36
155498744,0.04,1.37,-10.63
155502456,0.00,1.18,-10.43
155506156,0.00,1.18,-10.04
155509848,0.00,1.22,-10.71
155513560,0.04,1.02,-10.51
155517292,0.08,1.06,-10.36
155521004,0.08,1.06,-9.73
155524664,0.12,0.94,-10.04
155528376,0.00,0.94,-9.92
155532032,0.12,0.90,-10.12
155535748,0.04,1.18,-10.12
155539480,0.12,1.18,-10.00
155543188,0.08,1.18,-9.85
155546852,0.04,1.22,-10.20
155550568,0.04,1.37,-10.28
155554280,0.00,1.26,-10.43
155557976,0.00,1.41,-10.12
155561688,-0.08,1.10,-10.16
155565432,-0.04,1.45,-10.20
155569164,-0.12,1.33,-10.24
155572892,0.00,1.37,-10.24
155576584,0.00,1.33,-10.28
155580276,0.00,0.98,-9.92
155583924,0.04,0.98,-9.57
155587556,0.00,0.71,-9.69
155591208,-0.12,0.94,-9.34
155594900,0.04,1.14,-10.04
155598612,0.08,1.41,-9.45
155602276,0.04,1.37,-9.89
155605940,0.08,1.49,-9.92
155609604,0.16,0.98,-10.43
155613324,0.12,1.22,-10.43
155617048,0.00,0.90,-10.00
155620740,0.16,1.10,-10.20
155624476,0.04,0.98,-10.08
155628180,0.12,1.10,-10.43
155631912,0.04,1.26,-10.08
155635636,0.04,1.33,-10.43
155639364,0.04,1.29,-10.40
155643072,0.00,1.45,-10.43
155646780,0.04,1.41,-10.08
155650504,0.16,1.53,-10.16
155654236,-0.04,1.37,-9.92
155657912,0.12,1.14,-10.08
155661628,0.08,1.41,-9.92
155665268,0.00,1.33,-9.73
155668908,0.00,1.37,-9.65
155672548,0.08,1.33,-9.69
155676216,0.04,1.33,-10.04
155679928,-0.04,0.71,-9.57
155683592,0.00,0.75,-10.16
155687304,-0.08,0.78,-10.32
155691044,-0.04,0.63,-10.51
155694760,-0.27,0.47,-9.85
155698444,-0.08,0.86,-10.32
155702188,-0.08,1.18,-10.40
155705932,-0.04,1.53,-10.36
155709664,0.08,1.33,-10.20
155713384,-0.04,1.26,-10.43
155717120,0.04,1.18,-10.51
155720828,0.00,1.26,-9.92
155724480,0.12,1.26,-9.73
155728152,-0.04,1.33,-10.36
155731892,0.00,1.53,-10.20
155735576,0.00,1.53,-10.24
155739292,0.04,2.35,-10.55
155743008,-0.04,2.16,-10.08
155746732,0.20,1.84,-9.85
155750400,-0.08,1.80,-10.12
155754120,0.08,1.14,-8.36
155757796,0.16,1.73,-10.71
155761524,-0.16,0.86,-9.96
155765196,0.12,1.37,-9.69
155768872,0.12,1.37,-9.89
155772532,0.24,1.14,-10.04
155776252,0.12,1.37,-9.77
155779908,0.00,1.26,-9.92
155783544,0.00,1.02,-10.04
155787240,0.08,0.98,-10.08
155790940,0.27,1.02,-10.32
155794664,0.12,1.06,-10.36
155798392,0.04,1.02,-9.85
155802056,0.04,0.90,-10.47
155805764,0.08,1.45,-10.24
155809492,0.08,1.45,-10.28
155813224,0.08,1.73,-10.63
155816928,0.00,1.57,-10.24
155820652,0.08,1.69,-10.20
155824376,-0.04,1.53,-10.20
155828088,0.00,1.45,-10.55
155831800,0.00,1.69,-10.20
155835508,-0.08,0.98,-10.51
155839236,-0.16,0.98,-10.12
155842976,-0.04,0.90,-9.81
155846624,0.00,1.29,-9.81
155850256,0.00,1.33,-9.92
155853912,-0.20,1.06,-9.57
155857568,-0.08,1.33,-9.85
155861240,-0.20,1.10,-10.04
155864968,-0.16,0.98,-10.32
155868708,-0.04,0.94,-9.89
155872392,-0.08,1.33,-10.24
155876124,-0.08,1.53,-10.08
155879852,-0.08,1.29,-10.20
155883588,-0.16,1.29,-10.00
155887300,0.00,1.53,-9.89
155890948,0.08,1.45,-9.73
155894608,0.08,1.41,-10.00
155898312,0.08,1.14,-10.04
155902032,0.16,0.75,-9.77
155905688,0.08,1.18,-10.00
155909388,0.12,1.14,-9.73
155913060,0.20,1.02,-9.96
155916716,0.08,1.33,-10.08
155920416,0.00,1.29,-9.96
155924076,0.16,1.69,-10.43
155927808,0.04,1.69,-10.08
155931516,0.04,1.73,-9.69
155935176,0.04,1.65,-10.16
155938900,0.04,1.45,-10.12
155942620,0.08,1.77,-10.20
155946340,0.00,1.33,-10.24
155950056,-0.08,1.49,-10.63
155953796,-0.08,1.41,-10.75
155957536,0.04,1.57,-10.47
155961260,-0.04,1.69,-10.67
155965012,-0.04,1.26,-10.79
155968748,-0.12,1.41,-10.67
155972492,-0.24,1.80,-10.20
155976216,0.00,1.84,-10.55
155979928,-0.12,1.65,-10.12
155983672,-0.27,1.37,-10.20
155987416,-0.31,1.18,-10.51
155991176,-0.27,0.90,-10.12
155994912,-0.27,0.90,-10.32
155998644,-0.24,0.86,-9.92
156002332,-0.08,1.10,-10.08
156006052,-0.12,1.06,-10.20
156009796,-0.08,1.14,-10.55
156013528,-0.04,1.02,-10.32
156017268,-0.12,0.98,-10.71
156021012,-0.04,1.22,-10.71
156024744,0.00,1.33,-10.08
156028456,-0.12,1.37,-10.63
156032208,-0.04,1.37,-10.20
156035932,0.04,1.45,-10.00
156039640,0.08,1.49,-10.24
