704,10.43,-14.24,12.55
75427504,10.43,-14.28,12.47
75431300,10.51,-14.12,12.55
75435104,10.43,-14.20,13.14
75438896,10.83,-14.32,12.51
75442696,10.36,-14.44,12.40
75446492,10.47,-14.40,12.67
75450292,10.43,-14.24,12.47
75454092,10.36,-14.24,12.63
75457896,10.16,-14.08,12.75
75461688,10.36,-14.00,12.91
75465476,10.47,-13.65,13.10
75469272,10.51,-14.16,12.98
75473068,10.43,-14.04,13.02
75476860,10.75,-13.77,13.14
75480672,10.47,-13.85,13.10
75484464,10.36,-13.26,13.18
75488272,10.40,-13.18,13.30
75492064,10.47,-14.00,13.38
75495852,10.47,-13.89,13.06
75499644,10.20,-14.08,12.98
75503436,10.36,-13.57,13.22
75507240,10.43,-14.00,13.06
75511024,10.43,-13.96,13.02
75514824,10.47,-14.20,12.98
75518616,10.87,-14.04,12.87
75522420,10.47,-14.24,12.87
75526212,10.47,-13.96,12.75
75530016,10.47,-14.32,12.55
75533828,10.43,-14.28,12.24
75537620,10.36,-14.32,12.43
75541436,10.63,-14.47,12.40
75545232,10.43,-14.75,12.40
75549044,10.47,-15.02,12.91
75552840,10.47,-14.67,12.36
75556632,10.51,-14.36,12.40
75560444,10.47,-14.59,12.40
75564236,10.47,-14.47,12.59
75568040,10.43,-14.36,12.83
75571844,10.55,-14.55,12.83
75575652,10.55,-14.24,12.63
75579448,10.36,-14.36,12.79
75583252,10.28,-14.24,12.91
75587060,10.20,-14.59,12.94
75590852,10.32,-14.28,13.14
75594656,10.28,-14.20,12.67
75598448,10.32,-14.20,12.79
75602248,10.24,-14.04,13.02
75606036,10.12,-13.26,13.10
75609836,10.08,-13.85,13.10
75613620,10.08,-14.20,12.83
75617396,10.00,-14.40,12.83
75621172,10.00,-13.96,12.83
75624956,9.96,-14.55,12.87
75628700,10.04,-13.96,12.51
75632488,10.08,-14.04,13.02
75636268,9.85,-13.65,12.83
75640012,9.89,-14.36,12.79
75643744,9.89,-13.77,12.98
75647484,9.81,-14.08,13.06
75651232,9.92,-13.93,12.67
75654972,10.04,-13.93,12.79
75658756,9.73,-14.00,12.55
75662480,9.92,-13.96,12.83
75666224,9.89,-14.51,12.75
75669964,9.89,-14.24,13.45
75673704,9.77,-13.89,12.40
75677440,9.81,-14.04,12.71
75681168,9.85,-13.57,12.71
75684908,9.81,-13.73,12.55
75688636,9.81,-13.42,12.63
75692392,9.77,-13.61,12.71
75696132,9.81,-13.34,13.38
75699860,9.69,-13.26,12.71
75703600,9.77,-13.57,12.63
75707332,9.85,-13.57,12.51
75711080,9.77,-13.34,12.63
75714812,9.77,-13.61,12.87
75718544,9.77,-13.38,12.63
75722284,9.77,-13.06,12.94
75726024,9.81,-13.53,12.47
75729756,9.92,-13.73,12.47
75733496,9.53,-13.65,12.55
